id;name;uic;lat;lon;country;evalid
1811;Raasdorf;raasdorf;48,23905;16,581726;AT;8101415
4407597;Wien Stadlau;wien-stadlau;48,218025;16,447443;AT;8104229
430;Furth-Palt;furth-palt;48,384502;15,6061325;AT;8100813
5743597;St.Pölten Bildungscampus;st.polten-bildungscampus;48,19029;15,614993;AT;8106003
1099;Klagenfurt Lend;klagenfurt-lend;46,62163;14,283536;AT;8101093
1018;Markt Sachsenburg;markt-sachsenburg;46,825603;13,348319;AT;8101241
2291;Unter Tullnerbach;unter-tullnerbach;48,19164;16,128036;AT;8101713
1950;Siebenbrunn-Leopoldsdorf;siebenbrunn-leopoldsdorf;48,24567;16,704817;AT;8101477
1016;Kleblach-Lind;kleblach-lind;46,770535;13,341295;AT;8101055
1386;Michelhausen;michelhausen;48,296524;15,93438;AT;8101217
2459;Wieselburg a.d.Erlauf;wieselburg-a.d.erlauf;48,132195;15,142547;AT;8100355
1520;Kleinzell;kleinzell;48,458412;14,0320835;AT;8101106
2446;Wien Spittelau;wien-spittelau;48,235924;16,358145;AT;8101937
2458;Lebring;lebring;46,855595;15,5321455;AT;8101137
4609072;Hart bei Graz;hart-bei-graz;47,042133;15,507676;AT;8102050
99;Ausschlag-Zöbern;ausschlag-zobern;47,53308;16,083271;AT;8100642
2452;Waidhofen a.d.Ybbs;waidhofen-a.d.ybbs;47,968616;14,764356;AT;8100445
327;Untereggendorf;untereggendorf;47,861233;16,321096;AT;8100331
855;Horn;horn;48,665794;15,674115;AT;8100277
2288;Unzmarkt;unzmarkt;47,20102;14,442284;AT;8100074
775;Hainburg a.d.Donau Kulturfabrik;hainburg-a.d.donau-kulturfabrik;48,145123;16,932514;AT;8100958
2182;Steyregg;steyregg;48,284454;14,362191;AT;8101614
774;Haslach;haslach;48,553345;14,031628;AT;8100976
748;Judendorf-Straßengel;judendorf-strassengel;47,118412;15,34405;AT;8101011
1876;Rohrbach-Berg;rohrbach-berg;48,581886;13,987194;AT;8100474
2359;Rattenberg-Kramsach;rattenberg-kramsach;47,439247;11,89605;AT;8100465
1103;Kittsee;kittsee;48,081726;17,071703;AT;8100373
4943254;Straßwalchen West;strasswalchen-west;47,97688;13,245465;AT;8102062
2252;Getzersdorf;getzersdorf;48,32426;15,715394;AT;8100834
2498;Ulrichskirchen;ulrichskirchen;48,402496;16,488182;AT;8101697
1121;Kitzbühel Hahnenkamm;kitzbuhel-hahnenkamm;47,443474;12,389655;AT;8101044
2461;Mühling;muhling;48,110943;15,135501;AT;8101225
960;Bisamberg;bisamberg;48,316402;16,347244;AT;8100689
2442;Kastenreith;kastenreith;47,850845;14,637981;AT;8101079
2316;Villach Warmbad;villach-warmbad;46,588524;13,828619;AT;8100382
2253;Herzogenburg Stadt;herzogenburg-stadt;48,28452;15,70059;AT;8100996
1275;Ludesch;ludesch;47,180298;9,771224;AT;8100066
1718;Tullnerbach-Preßbaum;tullnerbach-pressbaum;48,1861;16,093334;AT;8101650
724;Pressegger See;pressegger-see;46,631653;13,436827;AT;8100529
986;Langkampfen;langkampfen;47,546047;12,109626;AT;8100300
100;St.Andrä-Wördern;st.andra-wordern;48,333862;16,20898;AT;8100432
680;Breitenwaida;breitenwaida;48,514946;16,074877;AT;8100710
657;Trautmannsdorf a.d.L.;trautmannsdorf-a.d.l.;48,024185;16,643412;AT;8101653
725;Vellach-Khünburg;vellach-khunburg;46,631283;13,408589;AT;8101720
554;Gars-Thunau;gars-thunau;48,59767;15,655145;AT;8100247
896;Hausruck;hausruck;48,12962;13,571613;AT;8100980
497;Lengau;lengau;48,008114;13,220188;AT;8102009
1322;Mariahof-St.Lambrecht;mariahof-st.lambrecht;47,10629;14,372793;AT;8101244
2183;Pulgarn;pulgarn;48,278294;14,393774;AT;8101405
2153;Herzograd;herzograd;48,161396;14,50357;AT;8100995
2556;Zeltweg;zeltweg;47,189674;14,747938;AT;8100518
145;Bernhardsthal;bernhardsthal;48,688393;16,878878;AT;8100457
794;Pfaffenschwendt;pfaffenschwendt;47,46851;12,580133;AT;8101351
2399;St. Martin bei Traun;st.-martin-bei-traun;48,236404;14,264582;AT;8101560
2396;Wien Haidestraße;wien-haidestrasse;48,17879;16,426216;AT;8100920
2347;Glandorf;glandorf;46,749863;14,381133;AT;8100849
2282;Unterhart;unterhart;48,089127;14,042596;AT;8101700
2469;Wittmannsdorf;wittmannsdorf;47,92025;16,219824;AT;8101788
1378;Guntramsdorf-Thallern;guntramsdorf-thallern;48,05218;16,297758;AT;8100846
1975;Bad Blumau;bad-blumau;47,123413;16,056568;AT;8100663
560;Grein-Bad Kreuzen;grein-bad-kreuzen;48,22079;14,851174;AT;8100826
481;Fürnitz;furnitz;46,563217;13,813434;AT;8100368
441;Brunn an der Schneebergbahn;brunn-an-der-schneebergbahn;47,825623;16,15737;AT;8100706
826;Bad Hofgastein;bad-hofgastein;47,19537;13,100497;AT;8100097
440;Bad Fischau-Brunn;bad-fischau-brunn;47,826736;16,173086;AT;8100653
1348;Wien Hetzendorf;wien-hetzendorf;48,166946;16,315737;AT;8100935
375;Staatz;staatz;48,699722;16,492947;AT;8101600
363;Ebensee;ebensee;47,804413;13,771603;AT;8100155
1759;Pottenstein a.d.Triesting;pottenstein-a.d.triesting;47,961277;16,08957;AT;8101401
2649;Liebenfels Haltestelle;liebenfels-haltestelle;46,7361;14,292668;AT;8100305
2123;Stadl-Paura;stadl-paura;48,084408;13,883351;AT;8100308
2072;Spital am Semmering;spital-am-semmering;47,61689;15,7491455;AT;8101596
2023;Selzthal;selzthal;47,55086;14,31378;AT;8100150
2019;Haiming;haiming;47,252674;10,889398;AT;8100956
2254;Traisen;traisen;48,0569;15,612386;AT;8101643
2236;Taufkirchen a.d.Pram;taufkirchen-a.d.pram;48,406845;13,5225935;AT;8100320
2211;Thalheim-Pöls;thalheim-pols;47,196224;14,589622;AT;8101678
2139;Straßwalchen;strasswalchen;47,972378;13,263789;AT;8100019
2136;Rohr;rohr;46,976204;15,812629;AT;8101454
1441;Hart im Innkreis;hart-im-innkreis;48,316006;13,415245;AT;8100948
768;Haiding;haiding;48,209244;13,975275;AT;8100265
405;Lödersdorf;lodersdorf;46,954628;15,946284;AT;8101164
804;Wien Hütteldorf;wien-hutteldorf;48,197475;16,261131;AT;8100447
1250;Lenzing Ort;lenzing-ort;47,971687;13,606664;AT;8101135
1730;Graz Liebenau-Murpark;graz-liebenau-murpark;47,039814;15,463244;AT;8103487
13;Andorf;andorf;48,369404;13,565719;AT;8100211
314;Obereggendorf;obereggendorf;47,850227;16,297955;AT;8100439
305;Eisenstadt;eisenstadt;47,839638;16,529953;AT;8100231
303;Sierndorf a.d.March;sierndorf-a.d.march;48,511566;16,891272;AT;8101524
781;Hartberg;hartberg;47,281334;15,985105;AT;8100180
2018;Silz;silz;47,270123;10,936625;AT;8100586
502;Frohnleiten;frohnleiten;47,26633;15,327136;AT;8100033
1949;Zöbing;zobing;48,490658;15,693869;AT;8101826
571;Kapellerfeld;kapellerfeld;48,31701;16,495167;AT;8101020
2089;St.Stefan-Vorderberg;st.stefan-vorderberg;46,600395;13,533024;AT;8101598
686;Gröbming;grobming;47,426876;13,900705;AT;8100135
2012;Sierndorf;sierndorf;48,428875;16,175068;AT;8101522
2002;Scheiblingkirchen-Warth;scheiblingkirchen-warth;47,662193;16,13097;AT;8101546
2110;St.Jodok;st.jodok;47,063293;11,499358;AT;8101529
1964;Schauersberg;schauersberg;48,135937;14,008674;AT;8101852
2426;Wernstein;wernstein;48,50648;13,457616;AT;8100544
1784;Saffen;saffen;48,02181;15,152298;AT;8101463
2173;Schwertberg;schwertberg;48,26869;14,579597;AT;8101601
1048252;Piesting Harzwerk;piesting-harzwerk;47,8765;16,13642;AT;8101974
2448;Helmahof;helmahof;48,31041;16,597475;AT;8100928
2512;Innsbruck Westbf;innsbruck-westbf;47,25554;11,391831;AT;8100109
224;Breitenbrunn;breitenbrunn;47,94111;16,746288;AT;8100397
688;Aich-Assach;aich-assach;47,420242;13,821479;AT;8100597
175;St.Michael ob Bleiburg;st.michael-ob-bleiburg;46,582382;14,750738;AT;8101471
992;Kalwang;kalwang;47,423435;14,744336;AT;8100126
1818;Kamegg;kamegg;48,610252;15,657431;AT;8101024
1817;Stallegg;stallegg;48,615963;15,643662;AT;8101870
1809;Radstadt;radstadt;47,384304;13,4681;AT;8100138
1769;Graz Puntigam;graz-puntigam;47,031147;15,429147;AT;8101398
1864;Stadt Rottenmann;stadt-rottenmann;47,527863;14,363736;AT;8100309
1749;Pregarten;pregarten;48,355972;14,522638;AT;8100528
1895;Villach St.Ruprecht;villach-st.ruprecht;46,641037;13,87634;AT;8101592
1265694;Salzburg Gnigl;salzburg-gnigl;47,81201;13,066285;AT;8100559
1801;Retz;retz;48,75364;15,957208;AT;8100469
1834;Reichraming;reichraming;47,891415;14,472767;AT;8101431
1691;Weissenstein-Kellerberg;weissenstein-kellerberg;46,67955;13,719743;AT;8101783
2317;St.Veit a.d.Gölsen;st.veit-a.d.golsen;48,045128;15,671808;AT;8101622
111;Langenlebarn;langenlebarn;48,32753;16,121826;AT;8101159
585;Golling-Abtenau;golling-abtenau;47,600773;13,164072;AT;8100041
2485;St.Georgen am Steinfelde;st.georgen-am-steinfelde;48,13839;15,614591;AT;8101510
2456;Wildon;wildon;46,88416;15,521191;AT;8101774
70;Suben;suben;48,40261;13,433108;AT;8100315
601;Grieskirchen-Gallspach;grieskirchen-gallspach;48,231064;13,839007;AT;8100022
308;Niedernfritz-St.Martin;niedernfritz-st.martin;47,4213;13,3449;AT;8101287
2036;St.Martin-Sittich;st.martin-sittich;46,73221;14,152643;AT;8100502
1626;Ober Piesting;ober-piesting;47,874485;16,097095;AT;8101316
562;Grafendorf;grafendorf;47,346714;16,003548;AT;8100182
1708;Roßleithen;rossleithen;47,72431;14,309059;AT;8101450
1705;Piesting;piesting;47,874744;16,124489;AT;8101394
1636;Ortmann;ortmann;47,89355;15,978928;AT;8101320
1586;Wien Handelskai;wien-handelskai;48,242134;16,385626;AT;8101934
1585;Wien Traisengasse;wien-traisengasse;48,234795;16,38336;AT;8101641
1577;Wallersee;wallersee;47,919403;13,159345;AT;8101803
1568;Neusiedl am See;neusiedl-am-see;47,955727;16,823544;AT;8100434
1555;St.Nikola-Struden;st.nikola-struden;48,233517;14,909218;AT;8100503
388;Bleiburg Stadt;bleiburg-stadt;46,590157;14,794147;AT;8100668
1469;Münchendorf;munchendorf;48,03238;16,386206;AT;8100423
2393;Wien Hauptbahnhof;wien-hauptbahnhof;48,18469;16,379192;AT;8103000
2323;Vitis;vitis;48,752846;15,172347;AT;8100335
2554;Ziersdorf;ziersdorf;48,528316;15,921299;AT;8101822
2301;Pusarnitz;pusarnitz;46,835056;13,40475;AT;8101373
2289;Unter Purkersdorf;unter-purkersdorf;48,207726;16,190632;AT;8101709
2280;Linz Urfahr;linz-urfahr;48,31198;14,279606;AT;8100396
2214;Berndorf Fabrik;berndorf-fabrik;47,94018;16,133865;AT;8100650
333;St.Egyden;st.egyden;47,761177;16,14707;AT;8101489
1675;Markersdorf a.d.Pielach;markersdorf-a.d.pielach;48,196186;15,496001;AT;8101203
1618;Ossiach-Bodensdorf;ossiach-bodensdorf;46,682426;13,974034;AT;8100037
551;Tallesbrunn;tallesbrunn;48,364082;16,787077;AT;8101644
1611;Oepping;oepping;48,59996;13,960349;AT;8101306
1609;Oed;oed;47,878666;16,026243;AT;8100579
1732;Töschling;toschling;46,633163;14,110779;AT;8101676
1455;Marz-Rohrbach;marz-rohrbach;47,717655;16,428732;AT;8100472
2504;Werndorf;werndorf;46,916977;15,476901;AT;8100593
1073;Leobendorf-Burg Kreuzenstein;leobendorf-burg-kreuzenstein;48,364662;16,301813;AT;8101124
877;Hochzirl;hochzirl;47,28102;11,249312;AT;8100111
1332;Maria Saal;maria-saal;46,682667;14,3391695;AT;8101239
1321;Niederöblarn;niederoblarn;47,481598;14,014212;AT;8101273
2245;Treibach-Althofen;treibach-althofen;46,86858;14,465529;AT;8100096
87;Linz-Pichling;linz-pichling;48,242874;14,379211;AT;8101358
2202;Pinggau Markt;pinggau-markt;47,440575;16,061104;AT;8100186
2112;Gries;gries;47,042;11,485618;AT;8100258
1776;Pürbach-Schrems;purbach-schrems;48,763615;15,084784;AT;8100531
2095;Wien Erzherzog Karl-Straße;wien-erzherzog-karl-strasse;48,23043;16,453316;AT;8100756
2087;Möllbrücke-Sachsenburg;mollbrucke-sachsenburg;46,830727;13,36815;AT;8100419
676;Altach;altach;47,35189;9,660898;AT;8100630
2208;Teesdorf;teesdorf;47,942413;16,289549;AT;8101656
1501;Wiener Neustadt Anemonensee;wiener-neustadt-anemonensee;47,811886;16,209927;AT;8102017
2086;Kothmühle;kothmuhle;47,886543;13,940505;AT;8101071
1388;Matrei;matrei;47,12717;11,452846;AT;8100106
1025;Lasberg-St.Oswald;lasberg-st.oswald;48,46085;14,52169;AT;8101178
2352;St.Veit a.d.Glan-West;st.veit-a.d.glan-west;46,762657;14,362391;AT;8101624
1039;Kirchdorf a.d.Krems;kirchdorf-a.d.krems;47,906567;14,116097;AT;8100170
2433097;Salzburg Mülln-Altstadt;salzburg-mulln-altstadt;47,80842;13,033671;AT;8102052
1575;Steindorf bei Straßwalchen;steindorf-bei-strasswalchen;47,966732;13,239145;AT;8100020
1543;Hohenau;hohenau;48,598255;16,900854;AT;8100130
995;Kainisch;kainisch;47,569904;13,842627;AT;8101025
1620;Wien Ottakring;wien-ottakring;48,211662;16,311138;AT;8100512
821;Rohrendorf;rohrendorf;48,423283;15,65725;AT;8101453
2386;Wald am Schoberpaß;wald-am-schoberpass;47,450794;14,670311;AT;8100127
1205;Wien Liesing;wien-liesing;48,135124;16,284285;AT;8101150
1976;Seekirchen am Wallersee;seekirchen-am-wallersee;47,899418;13,130075;AT;8100426
956;Wien Jedlersdorf;wien-jedlersdorf;48,2744;16,39547;AT;8101013
2050;Steindorf am Ossiachersee;steindorf-am-ossiachersee;46,698223;14,01418;AT;8100038
2014;Schönborn-Mallebarn;schonborn-mallebarn;48,4686;16,159071;AT;8101548
486;Freistadt;freistadt;48,495247;14,481324;AT;8100239
2216;Thörl-Maglern;thorl-maglern;46,540253;13,648239;AT;8101675
2000;St.Georgen a.d.Gusen Ort;st.georgen-a.d.gusen-ort;48,270466;14,450673;AT;8101502
1989;Seebenstein;seebenstein;47,703396;16,142847;AT;8100190
1941;Wiesen-Sigleß;wiesen-sigless;47,753265;16,369968;AT;8100356
401;Frastanz;frastanz;47,21998;9,63939;AT;8100069
1566016;Ladendorf;ladendorf;48,535606;16,509277;AT;8101111
1391;Raaba;raaba;47,030132;15,495777;AT;8100193
547;Gänserndorf;ganserndorf;48,340225;16,732414;AT;8100245
2210;Trattenbach;trattenbach;47,930252;14,354749;AT;8101686
1680;Pettenbach;pettenbach;47,962128;14,011334;AT;8100521
188;Bruck a.d.Mur;bruck-a.d.mur;47,413742;15,279575;AT;8100032
2221;Ober Waltersdorf;ober-waltersdorf;47,974747;16,32809;AT;8101328
1277;Schlins-Beschling;schlins-beschling;47,194984;9,69004;AT;8101543
1064;Kammer-Schörfling;kammer-schorfling;47,94855;13,596198;AT;8100283
1060;Krummnußbaum;krummnussbaum;48,20799;15,158757;AT;8101083
1031;Kleinreifling;kleinreifling;47,824085;14,641997;AT;8100156
1527;Nöstlbach-St.Marien;nostlbach-st.marien;48,164104;14,246652;AT;8101283
973;St.Johann im Pongau;st.johann-im-pongau;47,348377;13,194882;AT;8100043
946;Imsterberg;imsterberg;47,21127;10,706293;AT;8101000
937;Innsbruck Hötting;innsbruck-hotting;47,261497;11,373673;AT;8100110
1470;Mureck;mureck;46,71135;15,771027;AT;8100491
929;Unterberg-Stefansbrücke;unterberg-stefansbrucke;47,214035;11,391985;AT;8101712
1106;Schiflugschanze Kulm;schiflugschanze-kulm;47,55206;13,995384;AT;8101945
927;Innsbruck Hbf;innsbruck-hbf;47,263416;11,401053;AT;8100108
1860;Klaus in Vorarlberg;klaus-in-vorarlberg;47,308777;9,624329;AT;8101100
1837;Pfarrwerfen;pfarrwerfen;47,461494;13,199678;AT;8101353
1745;Pram-Haag;pram-haag;48,231777;13,617211;AT;8100526
2042;Niederkreuzstetten;niederkreuzstetten;48,477795;16,47973;AT;8101272
318;Oberhofen-Zell am Moos;oberhofen-zell-am-moos;47,95897;13,301713;AT;8101332
1725;Pöchlarn;pochlarn;48,208164;15,216352;AT;8100006
1476;Mitterdorf-Veitsch;mitterdorf-veitsch;47,536743;15,513321;AT;8101221
1869;Rothenthurn;rothenthurn;46,759483;13,582347;AT;8101447
2449;Strasshof Haltestelle;strasshof-haltestelle;48,318462;16,633842;AT;8101595
1228;Limberg-Maissau;limberg-maissau;48,59242;15,861429;AT;8101154
1226;Marktl;marktl;48,021526;15,600068;AT;8100576
37;Wankham;wankham;47,998024;13,730215;AT;8101736
1223;Lilienfeld;lilienfeld;48,01373;15,593075;AT;8101153
920;Hallwang-Elixhausen;hallwang-elixhausen;47,85797;13,091815;AT;8100929
857;Wien Hernals;wien-hernals;48,223076;16,314459;AT;8100271
1558;Neulengbach;neulengbach;48,19976;15,891884;AT;8101279
1893;Musau;musau;47,531643;10,672639;AT;8100555
756;Rum;rum;47,278027;11,4555025;AT;8100477
736;Grünau im Almtal;grunau-im-almtal;47,853672;13,951606;AT;8100261
1084;Kremsmünster;kremsmunster;48,053005;14,140196;AT;8100169
709;Grünbach Kohlenwerk;grunbach-kohlenwerk;47,79851;15,972508;AT;8100847
1716;Altenhof;altenhof;48,54418;15,685887;AT;8101863
1699;Stübing;stubing;47,177452;15,322238;AT;8100590
2162;Pill-Vomperbach;pill-vomperbach;47,324505;11,677765;AT;8100524
1336;Klagenfurt Annabichl;klagenfurt-annabichl;46,649876;14,315199;AT;8101090
1118;Höflein a.d.Donau;hoflein-a.d.donau;48,350063;16,272219;AT;8100961
27;Elsbethen;elsbethen;47,76092;13,080355;AT;8100772
1048281;Pernitz Raimundviertel;pernitz-raimundviertel;47,891758;15,945694;AT;8101975
1337;Klagenfurt Ostbf;klagenfurt-ostbf;46,62168;14,321976;AT;8101094
1065;Wörgl Kundl;worgl-kundl;47,475983;11,982031;AT;8100100
2412;Weizelsdorf;weizelsdorf;46,53948;14,243428;AT;8100347
2259;Telfs-Pfaffenhofen;telfs-pfaffenhofen;47,300667;11,07868;AT;8100060
1049;Brixen im Thale;brixen-im-thale;47,44922;12,260588;AT;8100366
1044;Kirchbichl;kirchbichl;47,51857;12,092778;AT;8100290
1644;Bergern;bergern;48,100792;13,631525;AT;8100681
1021;Unterkritzendorf;unterkritzendorf;48,324036;16,309332;AT;8101702
1019;Klosterneuburg-Weidling;klosterneuburg-weidling;48,297646;16,334545;AT;8101101
1810;Altenmarkt im Pongau;altenmarkt-im-pongau;47,382183;13,4292755;AT;8100139
2334;Viehofen;viehofen;48,230995;15,653259;AT;8101717
972;St.Johann i.d.Haide;st.johann-i.d.haide;47,280563;16,035336;AT;8100181
1849;Steyr Münichholz;steyr-munichholz;48,048065;14,449511;AT;8101609
287;Schwarzach in Vorarlberg;schwarzach-in-vorarlberg;47,446213;9,754374;AT;8101634
1731;Pörtschach am Wörthersee;portschach-am-worthersee;46,6362;14,146308;AT;8100080
1045853;Rothengrub;rothengrub;47,78921;16,051044;AT;8101973
1762;Pottenbrunn;pottenbrunn;48,223648;15,701783;AT;8101396
1619;St.Urban am Ossiachersee;st.urban-am-ossiachersee;46,67493;13,960192;AT;8100506
1905;Eichgraben-Altlengbach;eichgraben-altlengbach;48,173527;15,981619;AT;8100749
1593;Obertraun-Dachsteinhöhlen;obertraun-dachsteinhohlen;47,557552;13,683686;AT;8100163
248;Breitenstein;breitenstein;47,659912;15,8202915;AT;8100692
1576;Köstendorf Weng;kostendorf-weng;47,93619;13,174894;AT;8100594
2034;Summerau;summerau;48,557297;14,448832;AT;8100316
1448;Trasdorf;trasdorf;48,315228;15,879853;AT;8101651
2432;Windau;windau;47,438946;12,184489;AT;8101776
217;Brixlegg;brixlegg;47,43477;11,879966;AT;8100101
914;Neulengbach Stadt;neulengbach-stadt;48,19631;15,906338;AT;8101280
555;Buchberg;buchberg;48,57605;15,658831;AT;8100700
399;Wien Siemensstraße;wien-siemensstrasse;48,270927;16,420742;AT;8100796
426;Feldkirchen in Kärnten;feldkirchen-in-karnten;46,721397;14,098801;AT;8100039
512;Fürstenfeld;furstenfeld;47,04222;16,083843;AT;8100177
1351;Wien Quartier Belvedere;wien-quartier-belvedere;48,188038;16,381948;AT;8101473
71;St.Anton am Arlberg;st.anton-am-arlberg;47,127384;10,267322;AT;8100064
603;Obertrattnach-M Hofk;obertrattnach-m-hofk;48,24598;13,766854;AT;8101325
1777;Purbach am Neusiedlersee;purbach-am-neusiedlersee;47,90643;16,698841;AT;8100532
1197;Lähn;lahn;47,419697;10,83332;AT;8100553
856;Hennersdorf;hennersdorf;48,112484;16,358265;AT;8100925
1531;Kumpfmühl;kumpfmuhl;48,269173;13,620424;AT;8101063
285;Dornbirn;dornbirn;47,417664;9,738876;AT;8100122
1748;Peterskirchen;peterskirchen;48,233837;13,548963;AT;8101399
155;Bregenz Hafen;bregenz-hafen;47,506462;9,748777;AT;8101950
462;Felixdorf;felixdorf;47,886967;16,248125;AT;8100780
448;Feldkirch;feldkirch;47,24136;9,60475;AT;8100197
959;Langenzersdorf;langenzersdorf;48,30693;16,355406;AT;8101191
427;Tiffen;tiffen;46,70131;14,059938;AT;8101669
392;Oberbrunn;oberbrunn;48,17099;13,513269;AT;8101295
370;Enns;enns;48,2212;14,466801;AT;8100011
365;Traunkirchen Ort;traunkirchen-ort;47,842693;13,787146;AT;8101674
292;Nikolsdorf;nikolsdorf;46,779144;12,895138;AT;8101274
652;Graz Ostbf-Messe;graz-ostbf-messe;47,05322;15,448479;AT;8100371
2201;Tauchen-Schaueregg;tauchen-schaueregg;47,48277;16,05488;AT;8100187
2569;Hatting;hatting;47,281307;11,170258;AT;8100986
1466;Mautern;mautern;47,39679;14,835887;AT;8100125
400;Wien Brünner Straße;wien-brunner-strasse;48,267635;16,403744;AT;8100691
1998;Wien Grillgasse;wien-grillgasse;48,1672;16,40697;AT;8101556
1859;Sulz-Röthis;sulz-rothis;47,294296;9,634578;AT;8101585
1074;Spillern;spillern;48,375847;16,25652;AT;8101578
253;Bad Vöslau;bad-voslau;47,96931;16,223974;AT;8100708
858;Herzogenburg;herzogenburg;48,276608;15,6965275;AT;8100272
360;Brunn a.d.Pitten;brunn-a.d.pitten;47,72256;16,188486;AT;8100705
353;Wien Praterkai;wien-praterkai;48,19968;16,4413;AT;8101539
1217;Lienz;lienz;46,828484;12,771511;AT;8100141
2218;Traiskirchen Aspangbahn;traiskirchen-aspangbahn;48,017975;16,303438;AT;8101640
296;Arnoldstein;arnoldstein;46,551517;13,707967;AT;8100056
665;Purkla;purkla;46,73156;15,903452;AT;8101408
1304;St.Michael;st.michael;47,346622;15,009186;AT;8100071
273;Berg im Drautal;berg-im-drautal;46,742355;13,127802;AT;8100657
2444;Wien Franz-Josefs-Bf;wien-franz-josefs-bf;48,226543;16,361174;AT;8100446
1692;Puch;puch;46,66303;13,7597475;AT;8101877
832;Hieflau;hieflau;47,607742;14,736417;AT;8100158
235;Böckstein;bockstein;47,080482;13,130576;AT;8100094
1894;Ulrichsbrücke-Füssen;ulrichsbrucke-fussen;47,543118;10,664372;AT;8100558
140;Heiterwang-Plansee;heiterwang-plansee;47,44228;10,748489;AT;8100550
1372;Hörersdorf;horersdorf;48,619923;16,516901;AT;8100970
1206;"Perchtoldsdorf ";"perchtoldsdorf-";48,122726;16,285553;AT;8101346
902;Wien Oberdöbling;wien-oberdobling;48,244164;16,344084;AT;8100441
2227;Thal;thal;46,784103;12,670821;AT;8100324
2480;Wels Lokalbahn;wels-lokalbahn;48,15652;14,017381;AT;8101754
1517;Neunkirchen N.Ö.;neunkirchen-n.o.;47,73156;16,084948;AT;8101277
1613;Schlägl;schlagl;48,636604;13,975401;AT;8101516
173;Bleiburg;bleiburg;46,574123;14,786531;AT;8100393
1290;Laxenburg-Biedermannsdorf;laxenburg-biedermannsdorf;48,077477;16,356628;AT;8101122
1416;Küpfern Haltestelle;kupfern-haltestelle;47,858536;14,61056;AT;8101099
1401;Mauthausen;mauthausen;48,24277;14,532747;AT;8100413
299;Drösing;drosing;48,54081;16,89584;AT;8100221
1599;Gaflenz;gaflenz;47,893776;14,723646;AT;8100154
1193;Leibnitz;leibnitz;46,780785;15,547072;AT;8100035
142;Reutte in Tirol Schulzentrum;reutte-in-tirol-schulzentrum;47,489754;10,724925;AT;8101912
116;Bludenz;bludenz;47,155;9,8145;AT;8100067
2356;Neuhaus a.d.Gail;neuhaus-a.d.gail;46,554955;13,778418;AT;8101267
1222;Tauchendorf-Haidensee;tauchendorf-haidensee;46,728302;14,236686;AT;8101652
278;Deutschkreutz;deutschkreutz;47,603893;16,620161;AT;8100719
1741;Payerbach-Reichenau;payerbach-reichenau;47,69604;15,863349;AT;8100027
742;Gunskirchen;gunskirchen;48,132668;13,946178;AT;8100845
2415;Weißenbach-St.Gallen;weissenbach-st.gallen;47,714474;14,635469;AT;8101806
2409;Weissenbach-Neuhaus;weissenbach-neuhaus;47,984314;16,045895;AT;8101755
588;Tenneck;tenneck;47,49462;13,178909;AT;8101660
1665;Paudorf;paudorf;48,352024;15,61555;AT;8101338
740;Guntramsdorf-Kaiserau Haltestelle;guntramsdorf-kaiserau-haltestelle;48,043865;16,324745;AT;8100372
2398;Linz Wegscheid;linz-wegscheid;48,249672;14,275552;AT;8101195
1370;Mistelbach;mistelbach;48,565624;16,563606;AT;8101245
1130;Neukirchen bei Lambach;neukirchen-bei-lambach;48,09509;13,832224;AT;8101278
1963;Weitlanbrunn;weitlanbrunn;46,742508;12,395566;AT;8101784
1349;Wien Matzleinsdorfer Platz;wien-matzleinsdorfer-platz;48,17997;16,357107;AT;8101227
542;Feldkirchen-Seiersberg;feldkirchen-seiersberg;47,012505;15,440541;AT;8103174
878;Leithen;leithen;47,290848;11,221783;AT;8100554
1530;Wendling;wendling;48,246105;13,650017;AT;8101785
5517155;Abfaltersbach;abfaltersbach;46,75813;12,529545;AT;8100204
1281;Katsdorf;katsdorf;48,31234;14,491217;AT;8101029
901;Wien Heiligenstadt;wien-heiligenstadt;48,24909;16,365467;AT;8100269
2226;Traunkirchen;traunkirchen;47,855267;13,777104;AT;8100153
4773541;Wien Aspern Nord;wien-aspern-nord;48,23477;16,503906;AT;8102888
97;Bad Aussee;bad-aussee;47,59906;13,776525;AT;8100164
2100;Steinfeld im Drautal;steinfeld-im-drautal;46,75263;13,259747;AT;8100149
545;Gaisbach-Wartberg;gaisbach-wartberg;48,330223;14,505918;AT;8100246
26;Salzburg Süd;salzburg-sud;47,77011;13,078498;AT;8101917
17;Absdorf-Hippersdorf;absdorf-hippersdorf;48,401993;15,985761;AT;8100202
8;Mittewald a.d.Drau;mittewald-a.d.drau;46,769623;12,595168;AT;8100417
1617;Hollabrunn;hollabrunn;48,562935;16,072226;AT;8100274
2447;Deutsch Wagram;deutsch-wagram;48,303146;16,564568;AT;8100721
1557;Neuhofen a.d.Krems;neuhofen-a.d.krems;48,135906;14,238547;AT;8101255
1889;Böhlerwerk a.d.Ybbs;bohlerwerk-a.d.ybbs;47,98306;14,754061;AT;8100713
2345;St.Veit a.d.Glan;st.veit-a.d.glan;46,770508;14,367177;AT;8100078
1702;Pöham;poham;47,43077;13,253674;AT;8101376
1450;Sitzenberg-Reidling;sitzenberg-reidling;48,332226;15,818637;AT;8101587
1343;Kapfenberg Fachhochschule;kapfenberg-fachhochschule;47,454758;15,329323;AT;8101032
2077;Schlierbach;schlierbach;47,937775;14,111652;AT;8101540
